record_id,label_true,fname_c1,fname_c2,lname_c1,lname_c2,by,bm,bd
4670,1749,PETER,,HERRMANN,,1935,11,13
4671,1777,FLORIAN,,HAHN,,1967,7,12
4672,1468,MICHAEL,,SCHMITZ,,1909,3,2
4673,217,WOLFGANG,,HOFFMANN,,2004,2,25
4674,2511,HANS,,ZIEGLER,,1959,6,5
4675,681,WOLFGANG,,HOFMANN,,1956,12,5
4676,4327,WERNER,,PETERS,,1947,6,26
4677,3305,UWE,,HERRMANN,,1959,2,4
4678,1203,ULRICH,,MEYER,,1987,11,9
4679,2107,BJOERN,,HEINRICH,,1988,3,7
4680,1664,HELMUT,,SCHROEDER,,1937,12,25
4681,2745,JENS,,ENGUL,,1954,8,19
4682,3280,KLAUS,,SCHMIST,,1969,12,25
4683,1196,WERNER,,BECKER,,1939,3,15
4684,1472,GUENTHER,,BAUER,,1997,4,9
4685,1461,THOMAS,,SCHWARZ,,2000,10,1
4686,2186,WOLFGANG,NORBERT,KLEIN,,1939,9,23
4687,4242,ANDREAS,FRANK,WERNER,,1977,4,20
4688,2194,HARALD,,FISCHER,,1945,3,24
4689,298,KARL,,BAUMANN,,1964,8,18
4690,603,HANS,,MUELLER,,1965,6,13
4691,1256,MARTIN,,NEUMANN,,1968,4,14
4692,2949,ANDREAS,,ZIMMERMANN,,1939,10,10
4693,4033,THORSTEN,,SCHNEIDER,,1942,2,28
4694,3144,DIETER,,RICHTER,,1983,2,21
4695,3424,HERBERT,,FRANK,,1957,12,12
4696,2743,HEINZ,,LANGE,,1964,9,3
4697,2836,HORST,MATTHIAS,SCHWARZ,,1957,1,19
4698,522,STEFAN,,MEIER,,1959,6,11
4699,939,WOLFGANG,,MAYER,,1989,4,6
4700,163,MICHAEL,,GROSS,,1983,3,16
4701,3631,KLAUS,,MARTIN,,1979,3,17
4702,599,MASIK,,SCHULZE,,1961,1,15
4703,1983,CHRISTOPH,,MEYER,,1954,1,15
4704,3379,KLAUS,,BECKER,,1926,2,28
4705,0,MICHAEL,,MUELLER,,1957,3,14
4706,2769,DIRK,,BAUER,,1932,3,28
4707,1725,PETER,,SCHMITT,,1960,11,10
4708,821,WERNER,,SCHULZ,,1968,4,1
4709,4479,RUDOLF,,WINTER,,1984,2,16
4710,1852,DIETER,,MEIER,,1960,4,9
4711,540,GUENTHER,,LEHMANN,,2005,12,27
4712,3063,WOLFGANG,,ZIMMERMANN,,1954,11,16
4713,1541,FRANK,CHRISTIAN,MUELLER,,1951,11,23
4714,3199,UWE,,LUDWIG,,1981,9,16
4715,4102,STEFAN,,FRANKE,,1952,5,7
4716,1045,GUENTHER,,BAUER,,1961,9,15
4717,800,HERBERT,,MUELLER,,1950,10,10
4718,2904,THORSTEN,,KRAUS,,1946,10,8
4719,4450,UWE,,POHL,,1985,2,6
4720,3079,JOERG,,SCHULZ,,1976,2,4
4721,1240,HORST,,MUELLER,,2004,11,13
4722,2325,THOMAS,,FISCHER,,1987,12,18
4723,814,UWE,,SCHUSTER,,1972,8,11
4724,3667,ALEXANDER,,SCHMID,,1937,2,23
4725,1769,KARL,,SCHOLZ,,1970,1,18
4726,3678,DIETER,,BAUER,SCHULZ,1964,8,21
4727,4237,ANDRE,,SCHREIBER,,2008,9,23
4728,4396,THOMAS,,BERGER,,1977,7,6
4729,1688,JUERGEN,,SCHULZ,,1947,7,24
4730,4020,NORBERT,,ZIEGLER,,1943,8,26
4731,1892,JENS,,WAGNER,,2004,1,10
4732,1215,JOHANNES,,BOEHM,,1929,7,3
4733,958,SIEGFRIED,,BRAUVN,,1991,6,10
4734,3491,FLORIAN,,RICHTER,,1966,1,15
4735,534,VOLKER,,LUDWIG,,1946,12,10
4736,4079,HEINZ,,SAUER,,1975,11,7
4737,565,THOMAS,HORST,MUELLER,,1952,6,6
4738,973,STEFAN,,DIETRICH,,1949,6,10
4739,1233,STEFAN,,BERGMANN,,1977,7,31
4740,659,CARSTEN,,FISCHER,,1969,5,18
4741,2797,STEFAN,,WOLF,,1936,9,12
4742,559,MAIK,,BERGER,,1978,6,13
4743,1083,DANIEL,,LEHMANN,,1999,4,17
4744,3577,JOERG,,LANG,,1954,4,6
4745,2486,KLAUS,,HOFMANN,,1965,8,11
4746,3170,CHRISTIAN,,BERGER,,2005,5,4
4747,1150,CHRISTIAN,,NEUMANN,,1935,5,19
4748,1677,KLAUS,,MUELLER,,2008,11,19
4749,649,RALF,,LUDWIG,,1989,11,19
4750,2129,ANDREAS,,LORENZ,,1978,8,14
4751,1703,HORST,,MOELLER,,1945,9,19
4752,1127,HERMANN,,ALBRECHT,,1943,11,12
4753,2795,WALTER,,RICHTER,,1965,2,7
4754,448,MICHAEL,,MUELLER,,1929,4,21
4755,2012,ANDREAS,,SOMMER,,1957,4,7
4756,2013,KAI,,KLEIN,,1940,10,10
4757,1369,JOACHIM,,MEIER,,1986,2,5
4758,1050,HORST,,KAISER,,1967,8,17
4759,2942,UWBE,,MUELLER,,1937,11,28
4760,4453,ALEXANDER,,SCHULZE,,2001,3,19
4761,4084,ANDREAS,,HUBER,,1953,7,31
4762,766,HELMUT,HELMUT,BAUER,,1997,12,15
4763,3718,DIRK,,HOFFMANN,,1930,12,17
4764,308,ROLF,,KRUEGER,,1967,4,29
4765,3800,BERND,,WEISS,,1962,11,2
4766,3830,WALTER,,SCHREIBER,,1998,2,22
4767,199,STEFAN,,HORN,,1940,6,5
4768,1991,WOLFGANG,,LUDWIG,,1927,12,29
4769,799,HORST,,SCHULZ,,1928,7,4
4770,3514,WERNER,,SCHAEFER,,1946,5,13
4771,675,GERHARD,,BOEHM,,1991,4,17
4772,1166,ANDREAS,,HAHN,,1971,10,12
4773,607,RAINER,,WOLFF,,1966,2,16
4774,988,ANDRE,,WAGNER,,1948,12,13
4775,4417,DIETER,,SOMMER,,1987,6,4
4776,2936,MICHAEL,,HARTMANN,,1985,11,12
4777,3205,JENS,MARTIN,MUELLER,,1942,8,31
4778,3936,ANDREAS,GERD,SCHOLZ,,1964,6,21
4779,511,MICHAEL,MAIK,MUELLER,,1988,6,18
4780,3953,WOLFGANG,,BOEHM,,1989,7,27
4781,768,FRANK,,SCHULZ,,1952,9,12
4782,889,THOMAS,,MUELLER,,1984,9,13
4783,943,JOACHIM,,SCHUBERT,,1970,10,5
4784,2237,HANS,GUENTHER,KAISER,,1980,11,11
4785,1522,ROLF,,WAGENR,,1924,9,28
4786,1600,JENS,,VOGEL,,1989,3,2
4787,1239,DANIEL,,PFEIFFER,,1981,7,15
4788,2572,WERNER,MICHAEL,PFEIFFER,,1970,7,17
4789,1768,THOMAS,,SCHULZ,,1998,9,21
4790,62,JUERTGEN,,KRAUSE,,1962,7,1
4791,2684,WOLFGANG,MARKUS,BERGMANN,,2006,1,7
4792,4000,KURT,,HARTMANN,,1947,1,17
4793,4141,HEINZ,,KLEIN,,1984,7,9
4794,468,DIETER,,SOMMER,,2005,2,7
4795,4098,MARIO,,SCHOLZ,,1955,8,3
4796,3064,JUERGEN,,LORENZ,,1950,3,18
4797,2352,MICHAEL,,SCHWARZ,,1928,2,18
4798,2900,MARKUS,,VOGEL,,1962,3,9
4799,3165,CHRISTIAN,,SCHMIDT,,1946,2,9
4800,4413,UWE,,WERNER,,1950,6,27
4801,844,WALTER,,KRUEGER,,1952,7,29
4802,4207,HEINZ,,SCHMID,,1958,9,30
4803,4013,KLAUS,,FISCHER,,1964,12,6
4804,3465,KLAUS,,MUELLER,,1974,10,29
4805,3783,HEINZ,,SCHOLZ,,1941,4,30
4806,2841,HOLGER,,HAHN,OTTO,1965,7,20
4807,4325,RUDOLF,,MUELLER,,1932,3,22
4808,4142,HORST,HEINZ,LANG,,1995,6,24
4809,3841,ANDREAS,PETER,LEHMANN,,1970,4,2
4810,1824,WILLIA,,FUCHS,,1947,10,21
4811,283,PETER,,LANG,,1969,2,23
4812,1711,MATTHIAS,,MUELLER,,1960,5,3
4813,1621,KLAUS,,SCHULZ,,1986,9,15
4814,4290,THORSTEN,,BAUER,,1954,5,30
4815,4416,WERNER,,VOGEL,,1956,8,14
4816,1736,THORSTEN,,JAEGER,,1944,4,5
4817,825,DIETER,,SCHREIBER,,2001,10,9
4818,1809,HANS,,RICHTER,,1951,11,3
4819,1705,OTTO,,KRAUSE,,1958,9,8
4820,1819,FRITZ,,SCHUBERT,,1970,3,17
4821,3973,MICHAEL,,MUELLER,,2006,9,10
4822,2145,KLAUS,,SCHUBERT,,1945,11,4
4823,2321,WERNER,,JAEGER,,1987,4,16
4824,862,MATTHIAS,,BECKER,,1956,7,9
4825,4222,FRANK,,KRUEGER,,1952,9,5
4826,3766,WOLFGANG,GERD,SCHNEIDER,,1973,10,4
4827,3538,JENS,,SCHMIDT,,1928,9,3
4828,755,ALEXANDER,,RICHTER,,1969,7,26
4829,4347,MANFRED,,STEIN,,1944,9,6
4830,3891,ANDREAS,,MEYER,,2008,9,18
4831,3753,DENNIS,,RICHTER,,1943,5,17
4832,3326,PAUL,,KOCH,,1967,2,19
4833,2567,MICHAEL,,ERNST,,1942,6,5
4834,4288,INGO,,GUENTHER,,1966,1,26
4835,3905,KLAUS,JENS,SCHMIDT,,1968,7,15
4836,3415,HELMUT,,NEUMANN,,1961,8,18
4837,2909,JAN,,FRIEDRICH,,1949,10,9
4838,4285,JUERGEN,,MUELLER,,1978,9,10
4839,289,JENS,,WEBER,,2001,5,26
4840,1548,FRANK,FRIEDRICH,MAIER,,1967,9,26
4841,2897,AXEL,,FISCHER,,1968,2,5
4842,673,RALF,,SCHULZE,,1950,9,6
4843,2388,KLAUS,,KOEHLER,,1964,10,25
4844,543,HORST,,MAYER,,1952,1,17
4845,2813,MICHAEL,,HEINRICH,,1934,2,16
4846,1634,KARL,,RICTER,,1965,9,29
4847,866,MANFRED,,MARTIN,,1957,12,10
4848,1612,MARKUS,,FRIEDRICH,,1982,11,1
4849,1911,JOERG,,POHL,,1948,9,30
4850,1454,SIEGFRIED,,HOFFMANN,,2001,11,5
4851,54,WILHELM,,GRAF,,1995,2,21
4852,4114,NORBERT,,MAIER,,1930,8,4
4853,1117,MARTIN,,WOLF,,1937,1,20
4854,1569,MICHAEL,,LUDWIG,,1981,9,12
4855,2722,HELMUT,,MUELLER,,1949,3,27
4856,3670,WALTER,,MUELLER,,1955,6,24
4857,978,HELMUT,,KRAUSE,,1976,2,3
4858,1160,KARL,,FISCHER,,1975,7,7
4859,140,CHRISTIAN,,KRAUS,,1970,7,11
4860,67,KURT,,SCHULZE,,1990,10,26
4861,3523,ROLF,,VOGEL,,2000,2,16
4862,3925,ROLF,,BUSCH,,1940,8,12
4863,2255,PAUL,,KRUEGER,,1945,9,4
4864,1782,WOLFGANG,,KOCH,,2003,4,14
4865,2607,PETER,,FRIEDRICH,,1933,10,1
4866,2180,OLIVER,,LUDWIG,,1991,4,21
4867,294,WOLFGANG,,VOGEL,,1930,2,17
4868,2797,STEFFAN,,WOLF,,1936,9,12
4869,4212,FRIEDRICH,,LORENZ,,1996,3,11
4870,4430,HELMUJT,,MUELLER,,1961,7,29
4871,3198,HORST,,KLEIN,,1946,1,13
4872,1966,RAINER,,MUELLER,,1960,1,14
4873,3216,RAINER,,SCHMIDT,,1985,7,24
4874,361,MARCO,,MUELLER,,1976,7,7
4875,4064,MARK,JUERGEN,MAYER,,1929,4,22
4876,1051,WERNER,,SCHROEDER,,1968,6,17
4877,3855,BERND,,HARTMANN,,1942,9,22
4878,78,ALEXANDER,ANDREAS,THOMAS,,1924,12,16
4879,96,THOMAS,,LANGE,,1935,9,7
4880,1153,GUENTHER,,MEYER,,1987,9,2
4881,1647,ROLF,,SCHAEFER,,1939,7,22
4882,3567,MICHAEL,,JUNG,,1982,4,8
4883,749,GERHARD,,MEYER,,1949,9,23
4884,3184,JUERGEN,,ROTH,,1949,8,19
4885,244,MARK,,SCHAEFER,,1947,1,28
4886,574,WILLI,,SCHNEIDER,,1935,12,27
4887,1244,TOBIAS,,WERNER,,1940,7,11
4888,781,BERND,,MUELLER,,1973,4,21
4889,3292,DIETER,,HERRMANN,,1974,6,8
4890,2619,WALTER,,SCHULZE,,2002,4,22
4891,1368,WOLFGANG,,WOLFF,,1987,2,7
4892,3427,THOMAS,,MUELLER,,1996,7,12
4893,1077,WOLFGANG,,HUBER,,1959,1,4
4894,2933,CARSTEN,,SCHULZE,,1928,11,2
4895,689,JOACHIM,,MUELLER,HUBER,1970,8,24
4896,1843,ANDREAS,,GROSS,SCHNEIDER,2005,11,30
4897,3696,WERNER,,BERGMANN,,1952,8,30
4898,776,MATTHIAS,,MUELLER,,1993,7,25
4899,2931,MICHAEL,,KLEIN,,1965,6,22
4900,1318,PETER,,MAYER,,1987,4,18
4901,4185,SVEN,,HARTMANN,,1976,1,27
4902,377,WERNER,,KOERTIG,,2003,2,18
4903,3026,JAN,,BERBER,,1975,6,26
4904,2726,GUENTHER,,KRAEMER,,1992,12,6
4905,4301,CHRISTIAN,,RICHTER,,1964,5,8
4906,1466,DIETER,,SCHMITT,,1965,9,15
4907,3275,HELMUT,,SCHUSTER,,1941,10,25
4908,4200,JUERGEN,CHRISTIAN,KOCH,,1952,1,5
4909,392,MANFRED,,BECK,,1950,8,18
4910,1544,ALEXANDER,,NEUMANN,,1974,2,10
4911,2312,KURT,,ALBRECHT,,1971,5,16
4912,138,GUENTHER,,OTTO,,1956,4,3
4913,2142,WILHELM,,BAUER,,1991,7,25
4914,1402,GERHARD,,WEISS,,2008,3,2
4915,2014,STEFAN,,PETERS,,1985,4,3
4916,3022,KAI,FRANK,LEHMANN,,1964,11,20
4917,3087,GERHARD,,SCHMITZ,,1963,1,6
4918,887,DIETEER,,KUEHN,,1977,9,11
4919,2436,OTTO,,HOFFMANN,,1934,8,21
4920,4389,ANDREAS,,SCHULZ,,1970,4,10
4921,3616,HOLGER,,KELLER,,1974,12,29
4922,3921,GUENTHER,,SCHWARZ,,1992,4,27
4923,850,NORBERT,,MUELLER,,2004,6,5
4924,1176,PETER,ANDREAS,KOEHLER,,1966,5,6
4925,2112,KLAUS,,HARTMANN,,1973,10,7
4926,2340,WOLFGANG,,KRAEMER,,2000,2,14
4927,911,RALF,,HOFFMANN,,1983,4,21
4928,620,MATTHIAS,,MUELLER,,2006,12,26
4929,4033,THORSWTEN,,SCHNEIDER,,1942,2,28
4930,1000,THOMAS,,WOLF,,2008,7,12
4931,4469,UWE,,KRAUSE,,2007,5,10
4932,897,HOLGER,,KOCN,,1930,8,21
4933,2771,OLIVER,,SCHULZE,,1953,10,31
4934,1828,HERMANN,,ALBRECHT,,1997,10,21
4935,1245,WOLFGIANG,,MUELLER,,2002,1,16
4936,4219,HEINZ,MANFRED,MUELLER,,1986,5,18
4937,1750,CHRISTIAN,,FISCHER,,1927,5,26
4938,3726,INGO,,BAUER,,1989,2,6
4939,3964,THOMAVS,,SCHMID,,1993,3,5
4940,2866,HARALD,UWE,FRIEDRICH,,1933,1,22
4941,3250,PETER,,WOLFF,,2008,1,20
4942,3078,WOLFGANG,,BAUMANN,,1936,12,16
4943,1752,GUENTHER,,SCHNEIDER,,1956,7,13
4944,1853,GUENTHER,GERHARD,LEHMANN,,1997,3,30
4945,619,MANFRED,GERHARD,SCHMIDT,,1969,8,27
4946,4034,THOMAS,,NEUMANN,,1951,3,6
4947,2086,DANIEL,,MAYER,FISCHER,2003,12,15
4948,2583,STESFAN,,KAISER,,1949,5,25
4949,1684,WOLFGANG,,SCHNEIDER,,1932,10,3
4950,4345,WOLFGANG,,KELLER,MUELLER,1977,3,17
4951,950,STEFAN,,BOEHM,,1937,10,26
4952,964,JUERGEN,,ALBRECHT,,1955,8,13
4953,676,RALF,,BERGER,,1983,12,18
4954,669,WALTER,,GRAF,,1957,8,8
4955,2912,JAZN,,POHL,,1999,1,3
4956,3322,CHRISTIAN,,KOCH,,1992,1,9
4957,4366,HEINZ,,MAYER,,1949,12,2
4958,4337,GERHARD,,ZIMMERMANN,,1999,2,15
4959,589,UWE,,MARTIN,,1942,11,10
4960,2336,CHRISTIAN,,ALBRECHT,,1993,9,25
4961,690,CHRISTOPH,,SCHROEDER,,1953,8,11
4962,3054,KURT,,SCHUSTER,,1963,11,29
4963,3171,PAUL,,PETERS,,1987,1,21
4964,2836,HORCST,MATTHIAS,SCHWARZ,,1957,1,19
4965,700,CHRISTOPH,,SCHMIDT,,1964,8,21
4966,1806,DIETER,,HORN,,1926,8,27
4967,614,HOLGER,,NEUMANN,,1982,10,26
4968,4230,MICHAEL,,FISCHER,,1992,9,9
4969,3468,DIETER,,LORENZ,,1982,11,24
4970,111,WERNER,,SCHOLZ,,1991,11,20
4971,3740,WILHELM,,KOEHLER,,1983,1,5
4972,1598,THOMAS,,MUELLER,,1942,4,15
4973,3775,WILLMI,WERNER,SCHMIDT,,1962,6,19
4974,611,MANFRED,,SCHNEIDER,,1982,4,8
4975,4218,JOACHIM,,KOERGIG,,1981,4,24
4976,73,UWE,,MEYER,,1961,10,20
4977,530,MARTIN,,THOMAS,,1958,5,28
4978,1619,STEFAN,,FUCHS,,1997,4,26
4979,3626,HEINRICH,,VOGT,,1938,7,30
4980,300,OTTO,,MUELLER,,1960,6,30
4981,3353,HORST,,KOCH,,2000,2,28
4982,1396,JAN,,JAEGER,,1990,3,1
4983,418,PETER,,LANGE,,1958,6,9
4984,2229,THOMAS,,KOEHLER,,1990,2,11
4985,3226,MICHAEL,,SCHWARZ,,1942,4,29
4986,828,HARALD,,BRAUN,,1939,7,24
4987,1321,THORSTEN,,MEIER,,2006,6,15
4988,3724,SVEN,,SCHMID,,1942,2,28
4989,703,RALF,,FISCHER,,1929,3,19
4990,1127,HERMANN,,ALBREVHT,,1943,11,12
4991,3304,HOLGER,,WEBER,,1936,10,30
4992,193,MANFRED,,MAYWR,,1936,4,21
4993,1479,HOLGER,,HAAS,,1951,8,2
4994,1962,RUDOLF,,SCHMITZ,,2005,12,6
4995,664,HANS,,MAYER,,1962,4,14
4996,1920,HERMANN,,SCHULZ,,1936,1,18
4997,2737,ANDREAS,,WEISS,,2007,10,6
4998,3931,ERNST,,WAGNER,,1942,1,27
4999,1888,GERHARD,,SCHNEIDER,,1929,7,8
5000,7146,KARIN,,LANGE,,1971,10,29
5001,6365,BIRGIT,,MUELLER,,1972,6,26
5002,4910,URSULA,,SCHUBERT,,1939,8,25
5003,4818,HILDEGARD,,KRAEMER,,1927,9,9
5004,7615,CHRISTINE,,HARTMANN,,1987,11,18
5005,8926,INGRID,,LANG,,1978,3,28
5006,5930,ANDREA,,KLEIN,,1944,1,28
5007,7303,MONIKA,,MEYER,,1968,11,3
5008,8429,BRIGITTE,,FRANKE,,1952,2,3
5009,8953,INGRID,,MUELLER,,1972,9,30
5010,8970,GERTRUD,,MUELLER,,1964,7,27
5011,8255,CLAUDIA,,FUCHS,,1967,3,3
5012,5797,NICOLE,,SCHULZ,,1954,1,5
5013,7026,CHRISTINA,,SCHMIDT,,2007,9,13
5014,6357,CLAUDIA,,RICHTER,,1937,7,15
5015,7684,PETRA,,SCHULZE,,1925,3,10
5016,8320,BRIGITTE,,KOERTIG,,1998,2,8
5017,8241,SABINE,,KRAUSE,,1976,5,20
5018,6545,HELGA,,ZIMMERMANN,,1937,2,17
5019,6361,KARIN,,SCHAEFER,,1931,2,25
5020,6949,MARTINA,,BECKER,,2006,8,20
5021,6472,CHRISTA,,PFEIFFER,,1954,1,16
5022,7579,BIRGIT,,MUELLER,,1997,5,17
5023,5802,CHRISTIANE,,LANGE,,1985,5,14
5024,6543,HILDEGARD,,WINKKER,,1964,2,14
5025,6990,KARIN,,KUEHN,,1971,3,25
5026,4683,KARIN,,MOELLER,,1970,9,22
5027,6671,MONIKA,,MEYER,,1939,1,2
5028,7084,MARIANNE,,BAUMANN,,1976,8,26
5029,6149,ANGELA,,BECKER,,1950,9,30
5030,5789,MELANIE,,HOFFMANN,,1954,5,28
5031,5920,ANGELIKA,,FUCHS,,1965,4,11
5032,8092,BIRGIT,,SCHUSTER,,1935,9,29
5033,6919,SILVIA,,WOLF,,1942,1,4
5034,5827,BIRGIT,,SCHROEDER,,1990,1,10
5035,8770,INGRID,,KRUEGER,,1969,9,11
5036,4973,BARBARA,,HOFFMANN,,1964,2,8
5037,5275,HELGA,,MUELLER,,1969,11,14
5038,8611,ERIKA,SUSANNE,KOEHLER,,1958,2,19
5039,5367,ELKE,,SCHNEIDER,,1980,11,19
5040,6813,ELKE,,SCHUSTER,,1999,4,14
5041,7691,CHRISTIANE,,MEYER,,1976,6,16
5042,8050,FRIENDA,,RICHTER,,1979,7,31
5043,8145,PETRA,,MUELLER,,1971,6,26
5044,7635,GISELA,,BECK,,1932,5,24
5045,8839,WALTRAUD,,HERRMANN,,1992,4,17
5046,5214,MARTINA,,SCHAEFER,,1981,10,15
5047,8669,CHRISTINE,,ENGEL,,1962,10,15
5048,8344,GISELA,,SCHUMACHER,,1957,11,29
5049,7551,MARTINA,,GRAF,,1971,3,27
5050,6089,HELGA,,ALBRECHT,,1981,5,23
5051,6573,EDITH,,SCHMIDT,,1989,2,15
5052,7748,MONIKA,,HAHN,,2002,10,11
5053,5286,NICOLE,,WOLF,,1966,1,3
5054,8393,ANKE,,SCHMITZ,,1964,8,16
5055,5543,REGINA,,SCHMIDT,,1993,4,6
5056,4918,GERTRUD,,SCHWARZ,,1939,1,24
5057,6401,INGE,,HOFMANN,,1979,12,9
5058,5951,GABRIELE,,MEYER,,1979,10,31
5059,5772,URSULA,,SCHAEFER,,1997,12,25
5060,8938,HELGA,,NEUMANN,,2006,10,23
5061,7645,HEIKE,,WERNER,,1966,10,4
5062,8788,SUSANNE,,KOEHLER,,1949,8,6
5063,7085,HEIKE,,SCHMITT,,1965,2,8
5064,5351,KARIN,,HORN,,1940,11,25
5065,6121,ERIKA,,MUELLER,,2007,4,3
5066,7142,KARIN,,MARTIN,,1938,4,5
5067,8262,CORNELIA,,VOGEL,,1991,7,29
5068,8386,MONIKA,,SCHULZ,,1929,3,1
5069,5724,MONIKA,,FRANKE,,1947,9,13
5070,7017,ANJA,,BAUMANN,,1960,9,2
5071,7289,ERIKA,,BECKER,,1956,7,19
5072,5330,BARBARA,,SAUER,,1980,1,17
5073,5297,RENATE,,FISCHER,,1966,5,11
5074,6136,SUSANNE,,NEUMANN,,1936,10,23
5075,5477,KATHRIN,,ZIMMERMANN,,1994,1,12
5076,6312,KARIN,,KUHN,,1940,10,4
5077,7572,KARIN,,SCHREIBER,,1977,7,28
5078,8915,IRMGARD,,BERGER,,1972,5,20
5079,7755,GISELA,,SCHMIDT,,1955,11,12
5080,6501,HEIKE,,SCHNEIDER,,1988,4,26
5081,7972,SABINE,,SCHMIDT,,1969,1,29
5082,6219,UTE,,LANG,,1936,1,21
5083,5518,MONIKA,,LEHMANN,,1969,11,22
5084,7902,KARIN,,MEYER,,1950,1,7
5085,6792,JUTTA,,LEHMANN,,1992,8,13
5086,6616,PETRA,ELISABETH,SCHUMACHER,,1989,6,17
5087,6747,MONIKA,,SCHROEDER,,1957,1,16
5088,5069,MARIANNE,,SIMON,,1933,8,7
5089,8501,CHRISTA,,WEISS,,1999,2,22
5090,6978,BIRGIT,,SAUER,,1975,2,3
5091,8159,WALTRAUD,,BECKER,,1958,4,13
5092,6503,URSULA,STEFANIE,SOMMER,,1968,5,5
5093,5356,SUSANNE,,SIMON,,1941,8,1
5094,8951,MARTINA,,FRIEDRICH,,1985,6,30
5095,8281,HELGA,,HOFFMANN,,1964,2,23
5096,5508,GABRIELE,,KOCH,,1984,9,11
5097,4859,CHRISTINA,,ZIEGLER,,1964,11,22
5098,6104,CLAUDIA,INGRID,MUELLER,,1949,7,23
5099,7716,SANDRA,,LORENZ,,1975,4,11
5100,6656,KARIN,,GRAF,,1995,12,30
5101,6332,ANJA,,BAUER,,2008,3,28
5102,8806,GISELA,,LUDWIG,,1986,1,6
5103,5127,UTE,,ZIMMERMANN,,1984,3,1
5104,6002,EDITH,,SCHMIDT,,1947,6,23
5105,6893,GERTRUD,,KAISER,,1957,9,10
5106,8777,EDITH,,OTTO,,1973,10,14
5107,5023,MARIA,,BAUER,,1987,4,10
5108,8917,SUSANNE,,SCHROEDER,,1961,1,10
5109,6842,GISELA,,FUCHS,,1995,2,6
5110,5249,ANKE,,SCHNEIDER,,1978,7,8
5111,5863,ANGELIKA,CHRISTA,LANG,,1929,7,29
5112,4960,ANJA,,SCHMIDT,,1953,2,17
5113,8084,MARION,,MEYER,,1971,1,10
5114,6200,GABRIELE,,SCHWARZ,,1949,5,6
5115,5965,KATHARINA,,HOFFMANN,,1985,4,22
5116,8891,ILSE,,KOEHLWR,,1947,11,28
5117,5979,STEFANIE,,FISCHER,,1935,4,7
5118,6898,ELISABETH,,WOLF,,1968,3,5
5119,6177,ANGELIKA,,SCHULZ,,1947,6,24
5120,5590,PETRA,,MUELLER,,1958,5,13
5121,8047,RITA,,SCHMITZ,,1999,10,24
5122,8544,SILVIA,,FUCHS,,1960,4,30
5123,5999,URSULA,,BAUMANN,,1985,4,4
5124,8147,ELKE,,POHL,,1934,11,9
5125,5331,ELKE,,WAGNER,,1949,1,7
5126,7844,ANGELA,,GUENTHER,,1932,10,17
5127,6948,BIRGIT,ANDREA,MAYER,,1994,8,24
5128,4599,BIRGIT,,BECKER,,1953,8,1
5129,5063,RENATE,,KOCH,,1959,1,19
5130,6338,MARIANNE,SABINE,WALTER,,1971,4,12
5131,6612,MELANIE,,MARTIN,,1986,1,9
5132,6915,MARTHA,,WINKLER,,1943,9,10
5133,8617,MONIKA,RENATE,SCHULZ,,1931,8,24
5134,5008,GERTRUD,,BUSCH,,2000,2,7
5135,7532,CHRISTA,,POHL,,1941,8,27
5136,7271,MARION,IRMGARD,MUELLER,,2006,3,5
5137,8476,BRITTA,,SCHNEIDER,,1950,11,10
5138,5702,ERNA,,SCHMIDT,,1974,4,22
5139,8196,CHRISTEL,,KOERTIG,,1937,5,24
5140,5414,ILSE,,SCHUERT,,1935,8,14
5141,8877,ELKE,,MZIER,,2002,8,5
5142,7404,BIRGIT,,SCHROEDER,,2001,7,10
5143,6138,CHRISTA,,THOMAS,,1983,6,4
5144,7799,URSULA,,HAHN,,1950,4,23
5145,5485,RENATE,,SCHMIDT,,1987,4,13
5146,7351,ANDREA,,SCHUMACHER,,1986,11,23
5147,4832,ANKE,,SCHMITZ,,1982,10,20
5148,8018,ANDREA,,BAUMANN,,1952,7,1
5149,8119,HANNELORE,,WOLF,,1962,4,15
5150,7807,ANNA,,KOERTIG,,1967,1,18
5151,8184,KARIN,,SCHNEIDER,,1944,12,6
5152,4726,CHRISTINE,,BECK,,1949,11,1
5153,7892,CORNELIA,,MUELLER,,1952,4,8
5154,7218,CHRISTINA,,MUELOER,,1961,11,5
5155,7328,UTE,,ZIEGLER,,1984,3,7
5156,8787,JUTTA,,SCHULZ,,1933,12,4
5157,7078,MARIANNE,,MUELLER,,1937,2,3
5158,8287,GISELA,,KRUEGER,,1966,8,23
5159,4549,SONJA,,SCHUSTER,,1939,6,5
5160,6874,STEFANIE,,SCHMIDT,,1939,6,1
5161,6160,RITA,,VOGT,,1987,9,16
5162,6590,RENATE,,SCHMIDT,,1926,2,8
5163,7205,HILDEGARD,,FISCHER,,1955,1,20
5164,7471,CORNELIA,,SCHUBERT,,1987,3,16
5165,7622,ERIKA,,WEISS,,2007,9,15
5166,7743,EVA,,ZIEGLER,,1980,2,27
5167,8929,SABINE,ANJA,HOFFMANN,,1972,11,27
5168,4776,SABINE,,BRAUN,,1994,2,9
5169,5963,HELGA,MARTINA,KUHJ,,1959,10,30
5170,5895,HELGA,,SCHROEDER,,1960,5,11
5171,6394,SILVIA,,GUENTHER,,1926,11,30
5172,5076,GABRIELE,,MEYER,,1936,1,26
5173,5567,ANNA,,VOGEL,,1947,1,6
